"","X","id","usernames","content.x","joined","timeout","clean_content","id_chat","channel","content_chat"
"301",301,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J31Y9BCBP1NQAVG2NY0YBHKY","01H261HJTJ4K6RM2WWGW5PS40E","time for some pushups then 💪"
"302",302,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J31RW2NCEH9QETVJ1PT2F45A","01H261HJTJ4K6RM2WWGW5PS40E","master one skill at a time, people who do multiple capuses halve ass everyone. better to stick with one and master it "
"303",303,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J31Q05A5FG3GEN7AXV5C103C","01H261HJTJ4K6RM2WWGW5PS40E","Brother, if youre arguing a lot with your GF and you seem like you dont get anywhere in your relationship, is it really worht it. If you always need to validate her and need to apologize for things you havent done, then i would reconsier this relationship. Also G, stop playing clash, you got better things to do. "
"304",304,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2ZNNM05K2GNRTAG8Q4NDG54","01H261HJTJ4K6RM2WWGW5PS40E","maybe wins that you posted got deleted and because of that you lost pw that where related to that post "
"305",305,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2ZEM2VPZ0BQ5VQB2YJDCWNH","01H261HJTJ4K6RM2WWGW5PS40E","Sorry about your loss brother 🙏🏽 
look.. as hard as it sounds, but life still needs to go on. its okei to be sad about it but think about what youre friend would want from you in this moment, i would say no loved one from us would want that we are crushed like that. We need to live for them and go on with our lives, take strengh from this loss and become stronger 🙏🏽 Do what you need to do and honor them in every move and task you do.
i wish you a lot of strengh brother and remember that TRW is here for you "
"306",306,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2ZFA2M03N9Y66JPT3Z9HRAR","01H261HJTJ4K6RM2WWGW5PS40E","Why do you need to wake up so early G ? and when do you go to bed usually ?"
"307",307,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2ZDFA6MTZX8968RM2DZ994F","01H261HJTJ4K6RM2WWGW5PS40E","I think some Gs need to read this.. 
https://app.jointherealworld.com/chat/01GGDHJAQMA1D0VMK8WV22BJJN/01GJD52HY0EBZ8MCGY627VNP8X/01HAQ513E5RSWPSN44MPK1XXSW"
"308",308,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z4WEKXX0WB6HNWMMDQJP4F","01H261HJTJ4K6RM2WWGW5PS40E","Do not post the same win in different campuses, its considered farming "
"309",309,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z53M926GN7X89YCJ4RH9S8","01H261HJTJ4K6RM2WWGW5PS40E","have you made the campus discovery quiz in the courses of this campus G ? What are things that interest you want, what skill would you ike to master most ?"
"310",310,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z5CEJCEZEF7N9YS03XYKC9","01H261HJTJ4K6RM2WWGW5PS40E","https://app.jointherealworld.com/chat/01GW4K766W7A5N6PWV2YCX0GZP/01J267NGHGW0XXBVG2ECGDMR2B/01J268EYFBE7PQBY73MHCFEA03"
"311",311,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z5VV0DPMPXM0HBD06DWZZP","01H261HJTJ4K6RM2WWGW5PS40E","Yeah look through te campuses then, check the courses they offer. Just look out to stick with one course and master one skill first."
"312",312,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z70KGZ77CBASJNPQX93DJT","01H261HJTJ4K6RM2WWGW5PS40E","Make a Prio-list of what you mostly want to learn. Break it down as much as possible and choose the skill you think you can monetize best and start there."
"313",313,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z2KCTQ8P4469RGJ6ADVJ33","01H261HJTJ4K6RM2WWGW5PS40E","Look into the Crypto investing campus if you want to know more about it G. "
"314",314,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Z3B1BFFDDCYXDXSY2BXNYX","01H261HJTJ4K6RM2WWGW5PS40E","Look with investing in crypto its a risky thing to just listen to someone to buy something if you dont knoww much about the subject, even if its Tate, daddy is a risky investment. If you want to buy Crypto and dont know how to invest properly, stay with bitcoin. "
"315",315,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2YWA0N992A84BRQ5R10F2VX","01H261HJTJ4K6RM2WWGW5PS40E","sure is, but we are not taking the easy road here my brother 💪"
"316",316,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2YVJZ5359EBE6SDKK83SMCW","01H261HJTJ4K6RM2WWGW5PS40E","good G, no days off 💪"
"317",317,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2YPY5AVXDZWZAC5EPZWJ4M4","01H261HJTJ4K6RM2WWGW5PS40E","Doing great and you brother ? "
"318",318,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2Y5AJX66AS9Q5JD5X4GSJMC","01H261HJTJ4K6RM2WWGW5PS40E","letss gooo brother 💪💪"
"319",319,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2WX2NYPWJATKE3RF5ZNZDE5","01H261HJTJ4K6RM2WWGW5PS40E","For sure and you G ?"
"320",320,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2WXA837WMNRVMDDH9KWAJC7","01H261HJTJ4K6RM2WWGW5PS40E","Gold knight "
"321",321,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2MBTYJV935AWWVKRF3MKXYK","01H261HJTJ4K6RM2WWGW5PS40E","Courses section brother"
"322",322,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2KEKR0FPTA0N1H00669MC8K","01H261HJTJ4K6RM2WWGW5PS40E","the war room is as networkingyou can upgrade G, go to your membership via settings"
"323",323,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2K6M2FHZJGR7HD8V940HG69","01H261HJTJ4K6RM2WWGW5PS40E","under settings "
"324",324,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2GD15MN42R0Q82DFMXKGRJG","01H261HJTJ4K6RM2WWGW5PS40E","Good morning everyone 🙏🏽 lets conquer this day. NO DAYS OFF "
"325",325,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2EBBSMMVCT9NPF6S8SA585A","01H261HJTJ4K6RM2WWGW5PS40E","go to the courses here in the main campus brother and do the campus discovery quiz. look into what you want to learn and master, go after oke campus only,  learn and apply. "
"326",326,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2E9Y0GB8HNX93X5ZAR00VKC","01H261HJTJ4K6RM2WWGW5PS40E","Do more lessons and try to become a better version of yourself, get money in and get stronger thats what trw is all about "
"327",327,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2E5MVT5ZYMMVGXE9QJK589C","01H261HJTJ4K6RM2WWGW5PS40E","apply through the main courses, you see all infos there G "
"328",328,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2C5DAZ3S5A9YPDDMHAS869M","01H261HJTJ4K6RM2WWGW5PS40E","see you there G 💪"
"329",329,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J29VVW4A26V5XFG2TCJXVWQN","01H261HJTJ4K6RM2WWGW5PS40E","you got us G TRW is always here for you 🙏🏽"
"330",330,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J285N1H640R876HGP2JG1J0D","01H261HJTJ4K6RM2WWGW5PS40E","Good morning everyone 🙏🏽"
"331",331,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2753ZH6DD4JNSJ37NRDVMJJ","01H261HJTJ4K6RM2WWGW5PS40E","you go via the page yes, and i think all you need to do is pay the fee G "
"332",332,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J2755ERD651AAKQ5FPG1K7EM","01H261HJTJ4K6RM2WWGW5PS40E","SCAM DO NOT DO ANYTHING, delete the mail "
"333",333,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J23KHQTKT60RFKZZEYXT4RC1","01H261HJTJ4K6RM2WWGW5PS40E","be patient G, they said it tons of times already, you will know when the time comes and let you know through TRW"
"334",334,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J23KMTHRR02R33JXYE7EBA0W","01H261HJTJ4K6RM2WWGW5PS40E","it will show up after some time, have patience G "
"335",335,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J23KV17F675CAQKT47FPENEJ","01H261HJTJ4K6RM2WWGW5PS40E","yeah 😂"
"336",336,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J23KEW1VFZKZETV7HW707TG0","01H261HJTJ4K6RM2WWGW5PS40E","SCAM"
"337",337,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J238B2AT5B63TFPQ5AFYZQ2C","01H261HJTJ4K6RM2WWGW5PS40E","No they get cancelled G"
"338",338,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J22AV7ZM6T1AT5Q5TMMPNV95","01H261HJTJ4K6RM2WWGW5PS40E","Well people should be mainly focusing on lessons and building themself a legacy, not to mainly chat in here. Real value will stay and that what we want and need in here."
"339",339,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J21AXYA11PVVT5PSNTWT52D6","01H261HJTJ4K6RM2WWGW5PS40E","we say that you need at least 5k to invest into crypto as then you have a decent amount of money that you can make more from with the time invested to learn how to do it. if you aint got 5k to invest, focus on other money generating activites first "
"340",340,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J21B12B6JPS1WVY26GF3J60A","01H261HJTJ4K6RM2WWGW5PS40E","ah ton of stuff, how to generate more money through investing, how to train better and how to be a healthy individual, how to do marketing and more and you G ? "
"341",341,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J21B41EZDZZ0T6QVBJEX0EE7","01H261HJTJ4K6RM2WWGW5PS40E","understand what prof adam is teaching, make notes and go though certain lessons twice, dont try to hard pass the lessons when you dont understand everything "
"342",342,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1ZXKTA6D89KWSEMFGHDWSEA","01H261HJTJ4K6RM2WWGW5PS40E","still no links allowed G"
"343",343,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1ZXPTTRE7ET5YTDJEZSF2B6","01H261HJTJ4K6RM2WWGW5PS40E","just trying to not get you banned 🫡"
"344",344,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1ZXTNMHVMBNSYNYEQ7WVN4F","01H261HJTJ4K6RM2WWGW5PS40E","Go to courses and start the challenge "
"345",345,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1ZXGW5MX7EW97TCJ1RGZNZJ","01H261HJTJ4K6RM2WWGW5PS40E","no Links to other websites, apps etc. Delete it G "
"346",346,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1Z4VS5F9Z487DR5K7JNM26Q","01H261HJTJ4K6RM2WWGW5PS40E","nice job G, keep pushing 💪"
"347",347,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1YXVM072S6DQ6Y5C8HNWS0D","01H261HJTJ4K6RM2WWGW5PS40E","in the courses section "
"348",348,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1YXRSKM9BNGXVQR7WQVTRWK","01H261HJTJ4K6RM2WWGW5PS40E","a white paper is a document containing all information about a project. staking is when you lock in a coin to get a percetage of it as a reward from time to time (earning interest)"
"349",349,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1YC0HRQYYJSG9CRVAMZN4YF","01H261HJTJ4K6RM2WWGW5PS40E","<#01HYFVF7S7W3TP9HFFCWF1FB0J> look here G "
"350",350,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1YAT9KZTEG5F9XMXYYRDQH3","01H261HJTJ4K6RM2WWGW5PS40E","damn G i see you everywhere now 😂"
"351",351,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1Y8EVDQ9SRF9RAQPDPV03GF","01H261HJTJ4K6RM2WWGW5PS40E","just a glitch G it will show up give it time or reload the site "
"352",352,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1Y8W11WRPRCSA5HZ5QRF5GH","01H261HJTJ4K6RM2WWGW5PS40E","yes, if you got the alpha app you can also adjust ir yourself when it should reset "
"353",353,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1Y89389X020HKY05YVNA0XH","01H261HJTJ4K6RM2WWGW5PS40E","Lets go G, work hard 💪🔥"
"354",354,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1Y31D06XKHT6A8XJA3GJ5W4","01H261HJTJ4K6RM2WWGW5PS40E","good morning everyone 🙏🏽☕️"
"355",355,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X1YA7RTT2WM0S14APEJHE2","01H261HJTJ4K6RM2WWGW5PS40E","doing great G, another day of hard work and tomorrow i should be joining the council, just waiting for the bank transfer to happen "
"356",356,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X212NDVSCSH25RYP5PE5A0","01H261HJTJ4K6RM2WWGW5PS40E","brother youre in the council "
"357",357,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X1D838DQ7B2VJ8XSZHVJK2","01H261HJTJ4K6RM2WWGW5PS40E","or making posts to get reactions from people"
"358",358,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X1GE88W18NERYCAZMWR63G","01H261HJTJ4K6RM2WWGW5PS40E","How is it going G ? 🙏🏽"
"359",359,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X11RG2KV8CA66FR7KVPE24","01H261HJTJ4K6RM2WWGW5PS40E","in none other than this G. if you want to learn about general token airdrops go to the crypto defi campus "
"360",360,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X14J80HEZW3QWQ7M3TAE1M","01H261HJTJ4K6RM2WWGW5PS40E","be someone of value for others in here"
"361",361,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1X17D6G5K1122ZJDM02C62R","01H261HJTJ4K6RM2WWGW5PS40E","just getting the membership G "
"362",362,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WR0GRSFTJNXWT7QP99CER8","01H261HJTJ4K6RM2WWGW5PS40E","about to go too 💪 have a great session G "
"363",363,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WNQ28SW66EJPJNNHXKEBFY","01H261HJTJ4K6RM2WWGW5PS40E","its a glitch dont worrie G "
"364",364,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WDHJF4PWZKPJ295WZZPSZP","01H261HJTJ4K6RM2WWGW5PS40E","not posted yet G "
"365",365,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WC5D76QY66WPKGG39Q4389","01H261HJTJ4K6RM2WWGW5PS40E","yes, will be uploaded soon "
"366",366,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WBCWV77JSM4GFQ31EFF152","01H261HJTJ4K6RM2WWGW5PS40E","not out yet "
"367",367,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WBE9W4M7F5Y2VMF47Z85EF","01H261HJTJ4K6RM2WWGW5PS40E","only by completing your whole daily checklist you get power points"
"368",368,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WAZBVF6H97ZP2H52PZA42J","01H261HJTJ4K6RM2WWGW5PS40E","engaging and being of help to other people, lessons, logging in, doing daily tasks"
"369",369,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WB0TFD98SYC88Q5PGM5KCT","01H261HJTJ4K6RM2WWGW5PS40E","its a crypto currency G "
"370",370,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WB758ZRQB6YMASVC0QXSGX","01H261HJTJ4K6RM2WWGW5PS40E","loggin in daily"
"371",371,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WA94MSCHQ0S3V7WC4QHR57","01H261HJTJ4K6RM2WWGW5PS40E","episode 9 "
"372",372,"01H1G393DF05TVKY7RXJ0PHNCV","Miraklez","27yo G living in Switzerland. Crypto Investing | DeFi | Health | Martial arts ","2023-05-28T02:35:51.946Z",NA,"27yo g living switzerland crypto investing defi health martial arts ","01J1WAC9C4M8FRQAWNJP2V5NJA","01H261HJTJ4K6RM2WWGW5PS40E","by doing lessons and advancing in the courses "
